nct_id,title,status,phase,conditions,keywords,interventions
NCT07448480,Comprehensive Analysis of Chemotherapy and Targeted Therapy Outcomes in Recurrent Malignant Gliomas,ACTIVE_NOT_RECRUITING,NA,Recurrent Malignant Glioma | Glioblastoma | Anaplastic Astrocytoma | Pleomorphic Xanthoastrocytoma,Recurrent glioma | High-grade glioma | Glioblastoma | Anaplastic astrocytoma | Pleomorphic Xanthoastrocytoma | Chemotherapy | Targeted therapy | Bevacizumab | Irinotecan | Temozolomide | Lomustine | Carboplatin | PCV | PC | CV | Procarbazine | Vincristine | Carmustine | BRAF inhibitors | MEK inhibitors | IDH1 | IDH2 | MGMT | 1p/19q codeletion | OS | PFS | RANO | Cohort study | Observational study | Retrospective study | Real-world data | RWD,Bevacizumab-Containing Regimens | Non-Bevacizumab Regimens | BRAF ± MEK Targeted Therapy
NCT06072586,A Phase 0/1 Study of BDTX-1535 in Recurrent High-Grade Glioma (rHGG) and Newly Diagnosed Glioblastoma (nGBM) Participants With EGFR Alterations or Fusions,RECRUITING,EARLY_PHASE1,High Grade Glioma | Glioblastoma,,BDTX-1535 | BDTX-1535 combined with radiation therapy | BDTX-1535 combined with temozolomide and radiation therapy
NCT06521554,A Study of NVL-330 in Patients With Advanced or Metastatic HER2-altered NSCLC (HEROEX-1),RECRUITING,PHASE1,Locally Advanced Solid Tumor | Metastatic Solid Tumor,,NVL-330
NCT05161195,Roll-over Study to Allow Continued Access to Ribociclib,ACTIVE_NOT_RECRUITING,PHASE4,Metastatic Breast Cancer,Roll-over Protocol | Post Trial Access (PTA) | Ribociclib (LEE011) | Ribociclib in combination with other drugs | Hormone Receptor (HR) | HR-positive | Human Epidermal Growth Factor Receptor 2 (HER2) | HER2-negative | Breast Cancer,Ribociclib | Letrozole | Anastrozole | Goserelin | Tamoxifen | Fulvestrant
NCT07181681,A First-in-Human Study of BG-C0902 Alone and in Combination With Other Therapeutic Agents in Patients With Advanced Solid Tumors,RECRUITING,PHASE1,Solid Tumors | Advanced Solid Tumor,,BG-C0902
NCT06905145,Molecular-Based Selection of Patients with Head and Neck Squamous Cell Carcinoma: Biomarker Analysis,RECRUITING,NA,Head and Neck Squamous Cell Carcinoma | Locally Advanced Stage,,Biomarkers evaluation
NCT06970639,A Study Evaluating Furmonertinib Plus Platinum-based Doublet Chemotherapy Versus Osimertinib in Patients With Epidermal Growth Factor Receptor (EGFR) Sensitizing Mutation-Positive Non-squamous Non-Small Cell Lung Cancer (NSCLC) and Brain Metastases,RECRUITING,PHASE3,NSCLC Patients With Brain Metastasis,EGFR | firmonertinib,Furmonertinib Mesilate Tablets | Carboplatin Injection | Cisplatin for injection | Pemetrexed Disodium for Injection | Osimertinib Mesylate Tablets
NCT07561957,A Smart Phone Application to Improve Adoption of the 2024 Kidney Disease Improving Global Outcomes (KDIGO) Chronic Kidney Disease (CKD) Guidelines,RECRUITING,NA,Chronic Kidney Disease | Proteinuria | Blood Pressure Control | Congenital Anomalies of the Kidneys and Urinary Tract | Nephrotic Syndrome | Sickle-Cell Nephropathy | Tuberous Sclerosis Complex | Cancer Survivors,Digital Interventions | Kidney Disease | Paediatric Nephrology | Transitional Nephrology,Use of an electronic digital Application
NCT07100106,"A Study to Evaluate the Effect of GDC-4198 Alone and in Combination With Giredestrant Versus Abemaciclib and Giredestrant in Participants With Locally Advanced or Metastatic Estrogen Receptor-Positive (ER+), Human Epidermal Growth Factor Receptor-Negative (HER2-) Breast Cancer",RECRUITING,"PHASE1, PHASE2",Breast Cancer,,GDC-4198 | Giredestrant | Abemaciclib
NCT05195619,Personalized DC Vaccines in Non Small Cell Lung Cancer,ACTIVE_NOT_RECRUITING,PHASE1,Non-small Cell Lung Cancer,non-small cell lung cancer | vaccine | cyclophosphamide,Autologous dendritic cell vaccine loaded with personalized peptides (PEP-DC vaccine) | Low dose cyclophosphamide
NCT02143466,AZD9291 in Combination With Ascending Doses of Novel Therapeutics,ACTIVE_NOT_RECRUITING,PHASE1,Advanced Non Small Cell Lung Cancer,Phase I | Safety | Tolerability | Efficacy | Anti-tumour | AZD9291 | AZD6094 | MEDI4736 | Osimertinib | Savolitinib | Selumetinib | Durvalumab | Ascending Doses | Expansion cohorts | EGFR | Advanced Non-Small Cell Lung Cancer | Tyrosine Kinase Inhibitors,Part A - AZD9291 in combination with AZD6094 | Part A - AZD9291 in combination with continuous selumetinib (Asian subjects) | Part A - AZD9291 in combination with continuous selumetinib (non-Asian subjects) | Part A - AZD9291 in combination with intermittent selumetinib | Part A - AZD9291 in combination with MEDI4736 | Part B - AZD9291 in combination with AZD6094 | Part B - AZD9291 in combination with selumetinib | Part B - AZD9291 in combination with MEDI4736 | Part C - AZD6094 monotherapy (Japan only) | Part C - AZD9291 in combination with AZD6094 (Japan only) | Part D - AZD9291 in combination with AZD6094
NCT05370469,Real-Time Monitoring of Symptoms in Lung Cancer Patients Receiving Oral Targeted Therapies,ACTIVE_NOT_RECRUITING,NA,Lung Cancer | EGFR Gene Mutation | EGFR | ALK Gene Mutation | RET Gene Mutation | MET Gene Mutation | KRAS Mutation-Related Tumors | BRAF | ROS1 Gene Mutation,EGFR gene mutation | EGFR | ALK | Fitbit | Tyrosine kinase inhibitor | TKI | Fitbit Sense | Sensus | RX Cap | Smart pill cap | Smart cap | Smartphone | Smartwatch | Fitness watch | Remote monitoring | survey | RET mutation | MET mutation | KRAS mutation | BRAF mutation | ROS1 mutation,Sensus Smartwatch Application | RX Cap | Fitbit Sense | Surveys
NCT05308446,Testing the Addition of Nivolumab to Standard Treatment for Patients With Metastatic or Unresectable Colorectal Cancer That Have a BRAF Mutation,ACTIVE_NOT_RECRUITING,PHASE2,Metastatic Colon Adenocarcinoma | Metastatic Rectal Adenocarcinoma | Stage III Colon Cancer AJCC v8 | Stage III Rectal Cancer AJCC v8 | Stage IV Colon Cancer AJCC v8 | Stage IV Rectal Cancer AJCC v8 | Unresectable Colon Adenocarcinoma | Unresectable Rectal Adenocarcinoma,,Cetuximab | Encorafenib | Nivolumab
NCT06958627,"The Impact of Intelligent Patient Management Model on Medication Adherence of Pyrotinib Compared to Traditional Patient Management Model: a Prospective, Multicenter, Randomized Controlled Clinical Study",RECRUITING,"PHASE2, PHASE3",HER2 Positive Breast Cancer | Pyrotinib Treatment,,pyrotinib
NCT05681780,"Clinical Trial of CD40L-Augmented TIL for Patients With EGFR, ALK, ROS1 or HER2-Driven NSCLC",RECRUITING,PHASE1,Non Small Cell Lung Cancer | Stage IV Non-small Cell Lung Cancer | Recurrent Non Small Cell Lung Cancer,Lung Cancer | Tumor-Infiltrating Lymphocytes | EGFR Mutation | ALK Rearrangement | ROS1 Rearrangement | ERBB2 Mutation | HER2 Exon 20 Mutation,Tumor-infiltrating Lymphocytes (TIL) | Nivolumab | Cyclophosphamide | Fludarabine | Tumor-infiltrating Lymphocyte Therapy | Interleukin-2 (IL2)
NCT07136779,First-in-Human Trial of VBC101 in Participants With Advanced Solid Tumor Malignancies,RECRUITING,"PHASE1, PHASE2",Participants With Advanced Solid Tumor Malignancies,,VBC101
NCT05639413,A Clinical-biological Prospective Cohort of Patients With BRAFV600E-mutated Metastatic Colorectal Cancer,RECRUITING,NA,Metastatic Colorectal Cancer | BRAF V600E Mutation Positive,Clinical-biological cohort | Colorectal Cancer | BRAF mutation,Collection of blood samples
NCT06014827,Biologically Guided Radiation Therapy (BgRT) and Stereotactic Body Radiation Therapy (SBRT) to Tyrosine Kinase Inhibitor in Oligoprogressive Oncogenic Positive Non-Small Cell Lung Carcinoma,RECRUITING,PHASE2,Lung Non-Small Cell Carcinoma | Stage IV Lung Cancer AJCC v8,,Biospecimen Collection | Computed Tomography | Osimertinib | Positron Emission Tomography | Stereotactic Body Radiation Therapy | Survey Administration
NCT06863818,Overcoming Resistance to EGFR Neutralization by Combination of Monoclonal Antibodies and Novel Cancer Drugs,ACTIVE_NOT_RECRUITING,NA,Non Small Cell Lung Cancer,EGFR mutation,
NCT06886282,Spatial RadiomIcs and TRanscriptomics to the DIscovery of the Cross-link Between Colon Cancer and ChrOnic Kidney Disease,RECRUITING,NA,Colorectal Cancer (CRC),,
NCT02193282,Erlotinib Hydrochloride in Treating Patients With Stage IB-IIIA Non-small Cell Lung Cancer That Has Been Completely Removed by Surgery (An ALCHEMIST Treatment Trial),ACTIVE_NOT_RECRUITING,PHASE3,Lung Non-Squamous Non-Small Cell Carcinoma | Stage IB Lung Non-Small Cell Carcinoma AJCC v7 | Stage II Lung Non-Small Cell Cancer AJCC v7 | Stage IIA Lung Non-Small Cell Carcinoma AJCC v7 | Stage IIB Lung Non-Small Cell Carcinoma AJCC v7 | Stage IIIA Lung Non-Small Cell Cancer AJCC v7,,Clinical Observation | Erlotinib Hydrochloride | Laboratory Biomarker Analysis | Placebo Administration
NCT05735080,"Open-Label Study to Evaluate the Safety, Tolerability, PK, and Efficacy of INX-315 in Patients With Advanced Cancer",RECRUITING,"PHASE1, PHASE2",Breast Cancer | Breast Cancer Metastatic | Hormone Receptor Positive Tumor | Human Epidermal Growth Factor 2 Negative Carcinoma of Breast | Ovarian Cancer | CCNE1 Amplification | Solid Tumor | Advanced Cancer | Metastatic Cancer,CDK2 | CDK4/6i | cyclin dependent kinase 2 | CCNE1,INX-315 | Fulvestrant | Abemaciclib
NCT05017025,Aurora Kinase Inhibitor LY3295668 in Combination With Osimertinib for the Treatment of Advanced or Metastatic EGFR-Mutant Non-squamous Non-small Cell Lung Cancer,ACTIVE_NOT_RECRUITING,"PHASE1, PHASE2",Advanced Lung Non-Squamous Non-Small Cell Carcinoma | Metastatic Lung Non-Squamous Non-Small Cell Carcinoma | Stage III Lung Cancer AJCC v8 | Stage IIIA Lung Cancer AJCC v8 | Stage IIIB Lung Cancer AJCC v8 | Stage IIIC Lung Cancer AJCC v8 | Stage IV Lung Cancer AJCC v8 | Stage IVA Lung Cancer AJCC v8 | Stage IVB Lung Cancer AJCC v8,,Aurora A Kinase Inhibitor LY3295668 | Osimertinib
NCT07295821,Osimertinib Induction and Maintenance for Chemo-ineligible Stage III Unresectable EGFR+ NSCLC: Single-arm Study,RECRUITING,PHASE2,Lung Cancer,NSCLC,Osimertinib
NCT02296450,Quality of Life (QoL) Assessment in Cancer Patients and Survivors With Dermatologic Conditions Using Dermatologic QoL Instruments,RECRUITING,NA,Cancer | Dermatologic Conditions,Quality of Life (QoL) | Assessment | 14-236 | Patients and Survivors,Quality of Life (QoL) Assessment
NCT07340541,Evolutionary Clinical Trial for Novel Biomarker-Driven Therapies,RECRUITING,PHASE2,Breast Cancer | Metastatic Breast Cancer | Triple Negative Breast Cancer | Estrogen-receptor-positive Breast Cancer | Hormone Receptor Negative Breast Carcinoma,biomarker directed therapies | biomarker stratified trial,SERD* + abemaciclib | SERD* + everolimus | SERD* + everolimus or capecitabine | SOC | Antiandrogen
NCT07522879,"A Study of Becotatug Vedotin (MRG003) Combined With Epirubicin as Neoadjuvant Therapy for EGFR-Positive, Unresectable Recurrent Sinonasal Adenoid Cystic Carcinoma",RECRUITING,PHASE2,Adenoid Cystic Carcinoma | Sinonasal Carcinoma,EGFR protein | Unresectable | Adenoid cystic carcinoma | Sinonasal | Becotatug vedotin | Epirubicin | Prospective Studies,Becotatug Vedotin
NCT07459296,Becotatug Vedotin Plus Sintilimab in Locoregionally Advanced NPC,RECRUITING,PHASE3,Nasopharyngeal Carcinoma (NPC),Nasopharyngeal Carcinoma | Becotatug Vedotin | Sintilimab | Concurrent Chemoradiotherapy,Becotatug Vedotin | Sintilimab | Cisplatin | intensity-modulated radiotherapy | Gemcitabine (GEM) | Cisplatin
NCT06869473,"Cetuximab Plus Platinum and Taxane-based Chemotherapy, Followed by Avelumab and Cetuximab, as First-line Treatment for Recurrent/Metastatic Head and Neck Squamous Cell Carcinoma (HNSCC) Patients With a PD-L1 Combined Positive Score (CPS)≥1≤19.",RECRUITING,PHASE2,Head and Neck Squamous Cell Carcinoma (HNSCC) | Recurrent Head and Neck Cancer | Metastatic Head and Neck Cancer,Head and Neck Neoplasms | Squamous Cell Carcinoma | Cetuximab | Avelumab | Anti-EGFR Therapy | Platinum-Based Chemotherapy | Taxane-Based Chemotherapy | PD-L1 Combined Positive Score (CPS),Cetuximab/avelumab
NCT05236946,Observation or Upfront Cranial RT in Oncogene Mutated NSCLC With Asymptomatic BM: A Phase III RCT,RECRUITING,PHASE3,Asymptomatic Brain Metastases | Driver Mutation Positive Non-small Cell Lung Cancer,Asymptomatic brain metastases | EGFR mutation | Whole brain radiotherapy | Stereotactic radiosurgery | ALK rearrangement,Stereotactic radiosurgery/whole brain radiotherapy | Tyrosine kinase inhibitor
NCT05522660,Immunotherapy or Targeted Therapy With or Without Stereotactic Radiosurgery for Patients With Brain Metastases From Melanoma or Non-small Cell Lung Cancer,RECRUITING,PHASE3,Non-Small Cell Lung Cancer | Melanoma,,Stereotactic radiosurgery | Immune checkpoint inhibitor
NCT07563205,Observational Multicenter Study in Patients Receiving Chemotherapy and Amivantamab for Metastatic Non-small Cell Lung Cancer,RECRUITING,NA,Non-Small Cell Lung Cancer | Non Small Cell Lung Cancer Metastatic | Non Small Cell Lung Cancer NSCLC | Non Small Cell Lung Carcinoma | NSCLC | EGFR | EGFR Exon 20 Insertion Mutation | EGFR Exon 19 Deletion Mutation | EGFR Exon 21 Mutation,Lung Cancer | Non Small Cell lung cancer | Metastatic lung cancer | EGFR Exon 20 | EGFR Exon 19 | EGFR Exon 21 | NSCLC,
NCT06467383,A Study to Describe the Diagnostic and Therapeutic Path of Patients with NSCLC in Early Stage and Locally Advanced,RECRUITING,NA,"Non-small Cell Lung Cancer | NSCLC | NSCLC, Stage III | NSCLC, Stage I",NSCLC early stage | NSCLC locally advanced | retrospective observational study | Real-World Evidence,
NCT04185883,Sotorasib Activity in Subjects With Advanced Solid Tumors With KRAS p.G12C Mutation (CodeBreak 101),ACTIVE_NOT_RECRUITING,PHASE1,Advanced Solid Tumors | Kirsten Rat Sarcoma (KRAS) pG12C Mutation,,"Sotorasib | Trametinib | RMC-4630 | Afatinib | Pembrolizumab | Panitumumab | Carboplatin, pemetrexed, docetaxel, paclitaxel | Atezolizumab | Palbociclib | MVASI® (bevacizumab-awwb) | TNO155 | IV Chemotherapy (Regimen 1) | IV Chemotherapy (Regimen 2) | BI 1701963 | AMG 404 | Everolimus"
NCT07071337,"A Study of SKB264 Versus Investigator's Choice of Chemotherapy in Subjects With Unresectable Locally Advanced, Relapsed, or Metastatic HR+/HER2- Breast Cancer Who Have Previously Failed Endocrine Therapy",RECRUITING,PHASE3,Metastatic Breast Cancer,SKB264 | HR+/HER2- breast cancer,SKB264 | Nab-paclitaxel | Paclitaxel | Capecitabine
NCT06328465,fREEDOM: REsonance for Early Detection Of Breast Cancer Metastases,RECRUITING,NA,Invasive Breast Cancer | HER2-positive Breast Cancer | Triple Negative Breast Cancer,Invasive Breast Cancer | HER2-positive Breast Cancer | Triple Negative Breast Cancer,Diffusion whole body MRI
NCT06269133,Evaluation of Cemiplimab in Combination With Platinum-Doublet Chemotherapy in First-Line (1L) Treatment of Advanced Non-Small Cell Lung Cancer (NSCLC) in Adult United States (US) Patients,ACTIVE_NOT_RECRUITING,NA,Advanced Non-small Cell Lung Cancer,Advanced non-small cell lung cancer (aNSCLC) | Epidermal growth factor receptor (EGFR) | Anaplastic lymphoma kinase (ALK) | C-ros oncogene receptor tyrosine kinase (ROS1),REGN2810 | Platinum-doublet chemotherapy
NCT04216121,LAT for Oligoprogressive NSCLC Treated With First-line OSImertinib,RECRUITING,NA,Non-Small Cell Lung Cancer With Mutation in Epidermal Growth Factor Receptor,First line osimertinib | Local ablative therapy,Local ablative therapy | Local ablative therapy
NCT06589804,"Testing the Addition of Anti-Cancer Drug, Cetuximab, to Standard of Care Treatment (Pembrolizumab) for Returning or Spreading Head and Neck Cancer After Previous Treatment",RECRUITING,PHASE3,Metastatic Head and Neck Squamous Cell Carcinoma | Metastatic Hypopharyngeal Squamous Cell Carcinoma | Metastatic Laryngeal Squamous Cell Carcinoma | Metastatic Oral Cavity Squamous Cell Carcinoma | Metastatic Oropharyngeal Squamous Cell Carcinoma | Recurrent Head and Neck Squamous Cell Carcinoma | Recurrent Hypopharyngeal Squamous Cell Carcinoma | Recurrent Laryngeal Squamous Cell Carcinoma | Recurrent Neck Squamous Cell Carcinoma of Unknown Primary | Recurrent Oral Cavity Squamous Cell Carcinoma | Recurrent Oropharyngeal Squamous Cell Carcinoma | Refractory Head and Neck Squamous Cell Carcinoma | Refractory Hypopharyngeal Squamous Cell Carcinoma | Refractory Laryngeal Squamous Cell Carcinoma | Refractory Oral Cavity Squamous Cell Carcinoma | Refractory Oropharyngeal Squamous Cell Carcinoma | Stage IV Head and Neck Cutaneous Squamous Cell Carcinoma AJCC v8 | Stage IV Hypopharyngeal Carcinoma AJCC v8 | Stage IV Laryngeal Cancer AJCC v8 | Stage IV Lip and Oral Cavity Cancer AJCC v8 | Stage IV Oropharyngeal (p16-Negative) Carcinoma AJCC v8,,Biospecimen Collection | Cetuximab | Computed Tomography | Magnetic Resonance Imaging | Pembrolizumab | Positron Emission Tomography
NCT03042221,"Early Rebiopsy to Identify Biomarkers of Tumor Cell Survival Following EGFR, ALK, ROS1 or BRAF TKI Therapy",RECRUITING,NA,"Non-Small Cell Carcinoma of Lung, TNM Stage 4 | Non-Small Cell Lung Cancer | EGFR Gene Mutation | ALK Gene Mutation | ROSE Cluster 1 | BRAF V600E",,
NCT05029999,"CD40 Agonist, Flt3 Ligand, and Chemotherapy in HER2 Negative Breast Cancer",RECRUITING,PHASE1,HER2-negative Breast Cancer | Metastatic Breast Cancer,,PLD Chemotherapy | CDX-1140 | CDX-301
NCT07018622,Protecting the Kidney's Proximal Tubules From Platinum-Based Chemotherapy Toxicity,RECRUITING,PHASE2,Solid Tumors | Cisplatin Nephrotoxicity,"Solid Tumors | Platinum-Based Chemotherapy | Cisplatin | Carboplatin | Nephrotoxicity | Kidney Tubules, Proximal | SGLT2 Inhibitors | Kidney Injury Molecule-1 | Renal Protection | Chemotherapy-Induced Kidney Injury | Randomized Controlled Trial | Urinary Biomarkers | Dapagliflozin",Dapagliflozin 10 MG Oral Tablet | Placebo Oral Tablet
NCT05908734,A Study of Combination Therapy With Amivantamab and Cetrelimab in Participants With Metastatic Non-small Cell Lung Cancer,ACTIVE_NOT_RECRUITING,"PHASE1, PHASE2","Carcinoma, Non-Small-Cell Lung",,Cetrelimab | Amivantamab
NCT07460999,Singing Training vs Usual Care 6-18 Months After Surgical Resection for Non-small Cell Lung Cancer (NSCLC),RECRUITING,NA,Non-Small Cell Lung Cancer | Chronic Obstructive Lung Disease,lung cancer | rehabilitation | singing | online training | physical capacity | quality of life | symptom burden | airway physiology | physiology | six-minute walk test,Singing training (Singing for Lung Health (SLH)) | Control group: Usual care
NCT05382728,Phase III Study of TY-9591 in Patients With Locally Advanced or Metastatic Non-small Cell Lung Cancer (FLETEO),RECRUITING,PHASE3,NSCLC | EGFR Activating Mutation,,TY-9591 | placebo Osimertinib | Osimertinib | placebo TY-9591
NCT03866499,A Study of BPI-7711 Capsule in Non-small Cell Lung Cancer Patients,ACTIVE_NOT_RECRUITING,PHASE3,NSCLC,EGFR mutation | EGFR TKI | NSCLC,BPI-7711 | Gefitinib | Placebo Tablet | Placebo capsule
NCT02226276,Copper Cu 64-DOTA-Trastuzumab PET in Predicting Response to Treatment With Ado-Trastuzumab Emtansine in Patients With Metastatic HER2 Positive Breast Cancer,ACTIVE_NOT_RECRUITING,NA,Bone Metastases | HER2-positive Breast Cancer | Liver Metastases | Lung Metastases | Recurrent Breast Cancer | Soft Tissue Metastases | Stage IV Breast Cancer,,fludeoxyglucose F 18 | positron emission tomography | computed tomography | trastuzumab | copper Cu 64-DOTA-trastuzumab | positron emission tomography | ado-trastuzumab emtansine | laboratory biomarker analysis
NCT05901545,Evaluating 111In Panitumumab for Nodal Staging in Head and Neck Cancer,RECRUITING,PHASE1,Head and Neck Squamous Cell Carcinoma | Recurrent Head and Neck Squamous Cell Carcinoma,,Panitumumab | Indium In 111 Panitumumab | Single Photon Emission Computed Tomography | Computed Tomography | Surgical Procedure | Imaging agent | Intraoperative Imaging | Near Infrared Imaging | Electrocardiography | Biospecimen Collection
